EventID,Category,Location,StreamURL,Timestamp,Index_per_frame,index_max_frame,idx,ClassID,Confidence,ClassName,ScoreThreshold,NmsThreshold,ConfidenceThreshold,x0,y0,x1,y1,xc,yc,Width,Height,OnnxFileName,NamesFileName,ImageWidth,ImageHeight,LinkID
2251328,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:17.2079958,0,4,7,0,0.900391,Work,0.1,0.5,0.1,1276,519,1339,582,1307,550,63,63,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0017
2251329,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:17.2079958,1,4,36,0,0.843262,Work,0.1,0.5,0.1,825,405,871,473,848,439,46,68,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0017
2251330,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:17.2079958,2,4,16,0,0.661133,Work,0.1,0.5,0.1,939,466,981,556,960,511,42,90,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0017
2251331,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:17.2079958,3,4,37,0,0.195312,Work,0.1,0.5,0.1,904,379,949,460,926,419,45,81,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0017
2251332,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:17.2630353,0,3,35,2,0.792969,Bring_Handling_Parts,0.1,0.5,0.1,567,468,646,586,606,527,79,118,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0017
2251333,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:17.2630353,1,3,16,5,0.765137,Others,0.1,0.5,0.1,614,384,639,416,626,400,25,32,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0017
2251334,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:17.2630353,2,3,15,5,0.127441,Others,0.1,0.5,0.1,579,332,606,365,592,348,27,33,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0017
2251335,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:17.3233788,0,7,28,0,0.927734,Work,0.1,0.5,0.1,20,633,100,744,60,688,80,111,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0017
2251336,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:17.3233788,1,7,34,0,0.922363,Work,0.1,0.5,0.1,784,641,864,803,824,722,80,162,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0017
2251337,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:17.3233788,2,7,20,0,0.895996,Work,0.1,0.5,0.1,1280,508,1329,601,1304,554,49,93,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0017
2251338,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:17.3233788,3,7,5,0,0.889648,Work,0.1,0.5,0.1,1002,563,1045,640,1023,601,43,77,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0017
2251339,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:17.3233788,4,7,4,0,0.880371,Work,0.1,0.5,0.1,1125,505,1169,567,1147,536,44,62,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0017
2251340,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:17.3233788,5,7,76,0,0.844238,Work,0.1,0.5,0.1,869,666,926,725,897,695,57,59,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0017
2251341,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:17.3233788,6,7,1,0,0.430908,Work,0.1,0.5,0.1,1112,505,1139,533,1125,519,27,28,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0017
2251311,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:17.6639200,0,3,21,4,0.945312,Stand,0.1,0.5,0.1,740,584,817,697,778,640,77,113,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0016
2251312,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:17.6639200,1,3,19,0,0.901367,Work,0.1,0.5,0.1,803,565,869,640,836,602,66,75,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0016
2251313,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:17.6639200,2,3,24,5,0.2323,Others,0.1,0.5,0.1,1199,512,1246,600,1222,556,47,88,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0016
2251314,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:17.6898660,0,4,37,0,0.941895,Work,0.1,0.5,0.1,536,350,646,532,591,441,110,182,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0016
2251315,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:17.6898660,1,4,48,2,0.89502,Bring_Handling_Parts,0.1,0.5,0.1,1658,258,1752,516,1705,387,94,258,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0016
2251316,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:17.6898660,2,4,5,0,0.880371,Work,0.1,0.5,0.1,8,322,76,380,42,351,68,58,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0016
2251317,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:17.6898660,3,4,27,2,0.858398,Bring_Handling_Parts,0.1,0.5,0.1,1864,71,1918,136,1891,103,54,65,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0016
2251342,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:19.5475316,0,6,16,2,0.958984,Bring_Handling_Parts,0.1,0.5,0.1,471,401,609,644,540,522,138,243,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0019
2251343,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:19.5475316,1,6,59,3,0.941895,Move,0.1,0.5,0.1,358,470,454,792,406,631,96,322,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0019
2251344,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:19.5475316,2,6,30,2,0.89502,Bring_Handling_Parts,0.1,0.5,0.1,465,288,529,482,497,385,64,194,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0019
2251345,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:19.5475316,3,6,28,4,0.773438,Stand,0.1,0.5,0.1,693,223,741,331,717,277,48,108,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0019
2251346,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:19.5475316,4,6,61,3,0.716309,Move,0.1,0.5,0.1,24,524,184,855,104,689,160,331,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0019
2251347,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:19.5475316,5,6,9,5,0.185059,Others,0.1,0.5,0.1,131,213,171,273,151,243,40,60,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0019
2251348,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:20.1224635,0,3,8,4,0.945312,Stand,0.1,0.5,0.1,751,588,824,700,787,644,73,112,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0020
2251349,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:20.1224635,1,3,25,0,0.82666,Work,0.1,0.5,0.1,806,565,870,638,838,601,64,73,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0020
2251350,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:20.1224635,2,3,21,5,0.134155,Others,0.1,0.5,0.1,1199,510,1251,602,1225,556,52,92,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0020
2251351,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:20.2923499,0,4,34,0,0.936035,Work,0.1,0.5,0.1,552,331,641,571,596,451,89,240,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0020
2251352,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:20.2923499,1,4,6,0,0.90625,Work,0.1,0.5,0.1,10,322,79,380,44,351,69,58,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0020
2251353,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:20.2923499,2,4,25,0,0.732422,Work,0.1,0.5,0.1,1874,75,1919,131,1896,103,45,56,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0020
2251354,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:20.2923499,3,4,44,2,0.345947,Bring_Handling_Parts,0.1,0.5,0.1,1662,253,1745,515,1703,384,83,262,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0020
2251355,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:20.3367762,0,5,21,0,0.931152,Work,0.1,0.5,0.1,99,299,170,503,134,401,71,204,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0020
2251356,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:20.3367762,1,5,18,4,0.89209,Stand,0.1,0.5,0.1,500,149,562,261,531,205,62,112,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0020
2251357,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:20.3367762,2,5,26,2,0.879883,Bring_Handling_Parts,0.1,0.5,0.1,445,395,551,656,498,525,106,261,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0020
2251358,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:20.3367762,3,5,37,0,0.57373,Work,0.1,0.5,0.1,150,341,202,484,176,412,52,143,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0020
2251359,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:20.3367762,4,5,9,5,0.348877,Others,0.1,0.5,0.1,433,68,460,113,446,90,27,45,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0020
2251360,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:20.3968206,0,8,110,0,0.888672,Work,0.1,0.5,0.1,1347,485,1403,564,1375,524,56,79,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0020
2251361,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:20.3968206,1,8,112,0,0.837891,Work,0.1,0.5,0.1,1259,519,1317,584,1288,551,58,65,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0020
2251362,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:20.3968206,2,8,1,4,0.827148,Stand,0.1,0.5,0.1,815,406,846,440,830,423,31,34,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0020
2251363,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:20.3968206,3,8,20,4,0.812012,Stand,0.1,0.5,0.1,856,395,890,473,873,434,34,78,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0020
2251364,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:20.3968206,4,8,24,0,0.770996,Work,0.1,0.5,0.1,933,461,997,566,965,513,64,105,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0020
2251365,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:20.3968206,5,8,96,0,0.756348,Work,0.1,0.5,0.1,1164,519,1217,553,1190,536,53,34,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0020
2251366,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:20.3968206,6,8,100,2,0.625977,Bring_Handling_Parts,0.1,0.5,0.1,570,534,634,638,602,586,64,104,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0020
2251367,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:20.3968206,7,8,66,4,0.122131,Stand,0.1,0.5,0.1,818,404,864,454,841,429,46,50,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0020
2251370,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:20.4365228,2,3,9,0,0.156128,Work,0.1,0.5,0.1,613,383,642,415,627,399,29,32,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0020
2251368,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:20.4365228,0,3,24,0,0.870117,Work,0.1,0.5,0.1,579,487,672,575,625,531,93,88,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0020
2251369,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:20.4365228,1,3,18,4,0.307373,Stand,0.1,0.5,0.1,525,385,564,453,544,419,39,68,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0020
2251371,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:20.4735395,0,5,10,0,0.886719,Work,0.1,0.5,0.1,1255,502,1306,610,1280,556,51,108,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0020
2251372,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:20.4735395,1,5,61,0,0.880371,Work,0.1,0.5,0.1,-2,618,102,748,50,683,104,130,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0020
2251373,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:20.4735395,2,5,16,0,0.878906,Work,0.1,0.5,0.1,988,562,1045,660,1016,611,57,98,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0020
2251374,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:20.4735395,3,5,3,0,0.479492,Work,0.1,0.5,0.1,1137,505,1175,563,1156,534,38,58,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0020
2251375,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:20.4735395,4,5,0,5,0.185913,Others,0.1,0.5,0.1,1110,501,1142,548,1126,524,32,47,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0020
2251376,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:22.6444996,0,6,77,4,0.931641,Stand,0.1,0.5,0.1,186,490,293,819,239,654,107,329,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0022
2251377,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:22.6444996,1,6,27,3,0.920898,Move,0.1,0.5,0.1,57,498,208,828,132,663,151,330,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0022
2251378,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:22.6444996,2,6,19,2,0.911133,Bring_Handling_Parts,0.1,0.5,0.1,465,289,528,454,496,371,63,165,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0022
2251379,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:22.6444996,3,6,22,3,0.889648,Move,0.1,0.5,0.1,525,388,622,657,573,522,97,269,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0022
2251380,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:22.6444996,4,6,37,5,0.812012,Others,0.1,0.5,0.1,691,228,743,327,717,277,52,99,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0022
2251381,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:22.6444996,5,6,13,0,0.174194,Work,0.1,0.5,0.1,136,241,176,275,156,258,40,34,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0022
2251382,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:23.2250345,0,3,15,2,0.945312,Bring_Handling_Parts,0.1,0.5,0.1,731,609,821,703,776,656,90,94,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0023
2251383,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:23.2250345,1,3,12,0,0.76123,Work,0.1,0.5,0.1,807,568,873,635,840,601,66,67,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0023
2251384,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:23.2250345,2,3,30,5,0.595215,Others,0.1,0.5,0.1,950,432,976,459,963,445,26,27,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0023
2251385,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:23.4282149,0,3,29,0,0.924316,Work,0.1,0.5,0.1,563,331,646,554,604,442,83,223,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0023
2251386,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:23.4282149,1,3,6,0,0.813477,Work,0.1,0.5,0.1,14,320,81,382,47,351,67,62,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0023
2251387,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:23.4282149,2,3,34,0,0.729492,Work,0.1,0.5,0.1,1866,74,1919,133,1892,103,53,59,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0023
2251388,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:23.4958380,0,8,40,2,0.952637,Bring_Handling_Parts,0.1,0.5,0.1,435,404,554,658,494,531,119,254,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0023
2251389,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:23.4958380,1,8,37,0,0.925781,Work,0.1,0.5,0.1,67,310,142,506,104,408,75,196,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0023
2251390,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:23.4958380,2,8,46,4,0.914062,Stand,0.1,0.5,0.1,159,134,205,260,182,197,46,126,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0023
2251391,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:23.4958380,3,8,33,4,0.90625,Stand,0.1,0.5,0.1,486,149,541,262,513,205,55,113,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0023
2251392,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:23.4958380,4,8,1,5,0.776855,Others,0.1,0.5,0.1,437,69,465,113,451,91,28,44,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0023
2251393,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:23.4958380,5,8,61,0,0.139893,Work,0.1,0.5,0.1,834,83,872,193,853,138,38,110,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0023
2251394,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:23.4958380,6,8,60,0,0.128906,Work,0.1,0.5,0.1,999,62,1033,159,1016,110,34,97,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0023
2251395,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:23.4958380,7,8,7,0,0.124268,Work,0.1,0.5,0.1,560,68,591,150,575,109,31,82,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0023
2251396,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:23.5950104,0,6,11,0,0.911621,Work,0.1,0.5,0.1,1271,516,1329,581,1300,548,58,65,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0023
2251397,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:23.5950104,1,6,98,0,0.901367,Work,0.1,0.5,0.1,1344,480,1397,556,1370,518,53,76,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0023
2251398,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:23.5950104,2,6,61,0,0.883301,Work,0.1,0.5,0.1,926,464,977,559,951,511,51,95,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0023
2251399,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:23.5950104,3,6,55,4,0.650391,Stand,0.1,0.5,0.1,851,394,892,476,871,435,41,82,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0023
2251400,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:23.5950104,4,6,88,2,0.629883,Bring_Handling_Parts,0.1,0.5,0.1,571,526,639,665,605,595,68,139,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0023
2251401,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:23.5950104,5,6,85,0,0.542969,Work,0.1,0.5,0.1,1163,518,1217,552,1190,535,54,34,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0023
2251402,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:23.6341298,0,6,39,4,0.892578,Stand,0.1,0.5,0.1,168,574,274,841,221,707,106,267,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0023
2251403,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:23.6341298,1,6,35,4,0.863281,Stand,0.1,0.5,0.1,574,482,629,637,601,559,55,155,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0023
2251404,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:23.6341298,2,6,26,5,0.731934,Others,0.1,0.5,0.1,617,385,640,415,628,400,23,30,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0023
2251405,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:23.6341298,3,6,30,5,0.71582,Others,0.1,0.5,0.1,643,390,674,430,658,410,31,40,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0023
2251406,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:23.6341298,4,6,12,4,0.251709,Stand,0.1,0.5,0.1,369,469,408,565,388,517,39,96,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0023
2251407,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:23.6341298,5,6,32,0,0.231079,Work,0.1,0.5,0.1,696,424,732,469,714,446,36,45,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0023
2251408,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:23.6994541,0,7,72,0,0.927734,Work,0.1,0.5,0.1,15,617,100,745,57,681,85,128,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0023
2251409,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:23.6994541,1,7,25,3,0.92334,Move,0.1,0.5,0.1,925,557,980,636,952,596,55,79,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0023
2251410,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:23.6994541,2,7,20,0,0.896484,Work,0.1,0.5,0.1,1253,498,1304,605,1278,551,51,107,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0023
2251411,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:23.6994541,3,7,61,5,0.745117,Others,0.1,0.5,0.1,1382,486,1415,564,1398,525,33,78,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0023
2251412,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:23.6994541,4,7,91,0,0.478516,Work,0.1,0.5,0.1,868,667,928,724,898,695,60,57,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0023
2251413,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:23.6994541,5,7,62,0,0.30835,Work,0.1,0.5,0.1,1137,507,1181,566,1159,536,44,59,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0023
2251414,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:23.6994541,6,7,84,0,0.162354,Work,0.1,0.5,0.1,798,643,864,725,831,684,66,82,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0023
2251415,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:25.7406419,0,7,41,4,0.932617,Stand,0.1,0.5,0.1,182,490,293,815,237,652,111,325,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0025
2251416,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:25.7406419,1,7,52,2,0.89502,Bring_Handling_Parts,0.1,0.5,0.1,463,288,527,453,495,370,64,165,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0025
2251417,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:25.7406419,2,7,83,3,0.89502,Move,0.1,0.5,0.1,528,386,620,660,574,523,92,274,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0025
2251418,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:25.7406419,3,7,74,3,0.886719,Move,0.1,0.5,0.1,62,494,208,827,135,660,146,333,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0025
2251419,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:25.7406419,4,7,44,5,0.80957,Others,0.1,0.5,0.1,158,242,201,288,179,265,43,46,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0025
2251420,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:25.7406419,5,7,48,0,0.53125,Work,0.1,0.5,0.1,690,227,745,331,717,279,55,104,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0025
2251421,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:25.7406419,6,7,20,5,0.138428,Others,0.1,0.5,0.1,298,99,329,135,313,117,31,36,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0025
2251422,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:26.3148175,0,2,7,2,0.932617,Bring_Handling_Parts,0.1,0.5,0.1,727,602,822,710,774,656,95,108,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0026
2251423,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:26.3148175,1,2,19,0,0.852051,Work,0.1,0.5,0.1,807,569,863,635,835,602,56,66,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0026
2251424,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:26.5695555,0,4,33,0,0.926758,Work,0.1,0.5,0.1,651,299,741,520,696,409,90,221,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0026
2251425,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:26.5695555,1,4,31,4,0.87207,Stand,0.1,0.5,0.1,1659,252,1739,519,1699,385,80,267,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0026
2251426,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:26.5695555,2,4,0,2,0.866211,Bring_Handling_Parts,0.1,0.5,0.1,1864,71,1917,130,1890,100,53,59,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0026
2251427,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:26.5695555,3,4,6,0,0.817871,Work,0.1,0.5,0.1,14,321,82,381,48,351,68,60,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0026
